AREA,PERIMETER,WCOLGEN02_,WCOLGEN021,DPTO,NOMBRE_DPT,MPIO,NOMBRE_MPI,NOMBRE_CAB,CLASEMUN,MPIOS,ZONA,OF_REG,REG_ZONAS,HECTARES,_ID
7516765785.59,475636.130236,2,566,44,LA GUAJIRA,847,URIBIA,URIBIA,CM,44847,ZONA06,DABAR,DABARZONA06,751676.579,1
1624662825.92,195961.387498,5,564,44,LA GUAJIRA,560,MANAURE,MANAURE,CM,44560,ZONA06,DABAR,DABARZONA06,162466.283,2
1779933850.42,272174.538806,6,563,44,LA GUAJIRA,430,MAICAO,MAICAO,CM,44430,ZONA06,DABAR,DABARZONA06,177993.385,3
3109950428.25,267346.564817,7,559,44,LA GUAJIRA,001,RIOHACHA,RIOHACHA,CM,44001,ZONA06,DABAR,DABARZONA06,310995.043,4
1999866414.69,198794.872346,8,1052,44,LA GUAJIRA,090,DIBULLA,DIBULLA,CM,44090,ZONA06,DABAR,DABARZONA06,199986.641,5
2367555421.52,237308.615881,9,485,47,MAGDALENA,001,SANTA MARTA,"DISTRITO TURISTICO,CULTURAL E HISTORICO DE SANTA MARTA",CM,47001,ZONA07,DABAR,DABARZONA07,236755.542,6
238578523.956,103165.578166,10,560,44,LA GUAJIRA,378,HATONUEVO,HATONUEVO,CM,44378,ZONA06,DABAR,DABARZONA06,23857.852,7
1023485204.73,148403.710693,11,560,44,LA GUAJIRA,078,BARRANCAS,BARRANCAS,CM,44078,ZONA06,DABAR,DABARZONA06,102348.52,8
1010395727.67,188257.615946,12,490,47,MAGDALENA,189,CIENAGA,CIENAGA,CM,47189,ZONA07,DABAR,DABARZONA07,101039.573,9
122393866.4,54760.1703091,13,464,08,ATLANTICO,001,BARRANQUILLA,"DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO DE BARRANQUILLA",CM,08001,ZONA01,DABAR,DABARZONA01,12239.387,10
947914209.604,148004.86414,14,464,47,MAGDALENA,745,SITIONUEVO,SITIONUEVO,CM,47745,ZONA07,DABAR,DABARZONA07,94791.421,11
84932393.9887,44145.442719,15,475,08,ATLANTICO,573,PUERTO COLOMBIA,PUERTO COLOMBIA,CM,08573,ZONA01,DABAR,DABARZONA01,8493.239,12
366988717.141,93287.27451639999,16,1053,44,LA GUAJIRA,098,DISTRACCION,DISTRACCION,CM,44098,ZONA06,DABAR,DABARZONA06,36698.872,13
382884516.743,127364.606977,17,562,44,LA GUAJIRA,279,FONSECA,FONSECA,CM,44279,ZONA06,DABAR,DABARZONA06,38288.452,14
1407790458.29,258034.114024,18,565,44,LA GUAJIRA,650,SAN JUAN DEL CESAR,SAN JUAN DEL CESAR,CM,44650,ZONA06,DABAR,DABARZONA06,140779.046,15
629310978.699,126898.588998,19,1027,47,MAGDALENA,570,PUEBLOVIEJO,PUEBLOVIEJO,CM,47570,ZONA07,DABAR,DABARZONA07,62931.098,16
158209937.776,55260.4459727,20,482,08,ATLANTICO,832,TUBARA,TUBARA,CM,08832,ZONA01,DABAR,DABARZONA01,15820.994,17
101846175.045,39809.7242715,21,468,08,ATLANTICO,296,GALAPA,GALAPA,CM,08296,ZONA01,DABAR,DABARZONA01,10184.618,18
50697119.419,32463.0942394,22,481,08,ATLANTICO,758,SOLEDAD,SOLEDAD,CM,08758,ZONA01,DABAR,DABARZONA01,5069.712,19
107104262.425,44385.1055041,23,471,08,ATLANTICO,433,MALAMBO,MALAMBO,CM,08433,ZONA01,DABAR,DABARZONA01,10710.426,20
184295757.109,63871.045889,24,469,08,ATLANTICO,372,JUAN DE ACOSTA,JUAN DE ACOSTA,CM,08372,ZONA01,DABAR,DABARZONA01,18429.576,21
3781253251.41,372879.068143,25,535,20,CESAR,001,VALLEDUPAR,VALLEDUPAR,CM,20001,ZONA05,DABAR,DABARZONA05,378125.325,22
1721647139.05,232413.478995,26,486,47,MAGDALENA,053,ARACATACA,ARACATACA,CM,47053,ZONA07,DABAR,DABARZONA07,172164.714,23
134235904.064,52031.3150262,27,465,08,ATLANTICO,078,BARANOA,BARANOA,CM,08078,ZONA01,DABAR,DABARZONA01,13423.59,24
31852967.2041,23797.6371019,28,477,08,ATLANTICO,634,SABANAGRANDE,SABANAGRANDE,CM,08634,ZONA01,DABAR,DABARZONA01,3185.297,25
72804342.906,36022.6501142,29,474,08,ATLANTICO,558,POLONUEVO,POLONUEVO,CM,08558,ZONA01,DABAR,DABARZONA01,7280.434,26
243768682.88,68138.657521,30,473,08,ATLANTICO,549,PIOJO,PIOJO,CM,08549,ZONA01,DABAR,DABARZONA01,24376.868,27
93928871.8492,40001.8583042,31,483,08,ATLANTICO,849,USIACURI,USIACURI,CM,08849,ZONA01,DABAR,DABARZONA01,9392.887000000001,28
91863669.6534,50020.9405963,32,522,13,BOLIVAR,673,SANTA CATALINA,SANTA CATALINA,CM,13673,ZONA03,DABAR,DABARZONA03,9186.367,29
61150858.3837,35010.5572494,33,480,08,ATLANTICO,685,SANTO TOMAS,SANTO TOMAS,CM,08685,ZONA01,DABAR,DABARZONA01,6115.086,30
56256078.7535,35011.1724915,34,987,08,ATLANTICO,520,PALMAR DE VARELA,PALMAR DE VARELA,CM,08520,ZONA01,DABAR,DABARZONA01,5625.608,31
210799039.059,59901.0903881,35,1060,47,MAGDALENA,268,EL RETEN,EL RETEN,CM,47268,ZONA07,DABAR,DABARZONA07,21079.904,32
547723233.561,97588.5827596,36,498,47,MAGDALENA,605,REMOLINO,REMOLINO,CM,47605,ZONA07,DABAR,DABARZONA07,54772.323,33
437436185.15,86957.1093006,37,478,08,ATLANTICO,638,SABANALARGA,SABANALARGA,CM,08638,ZONA01,DABAR,DABARZONA01,43743.619,34
198993785.417,70846.42610120001,38,1026,08,ATLANTICO,560,PONEDERA,PONEDERA,CM,08560,ZONA01,DABAR,DABARZONA01,19899.379,35
303617935.538,86946.4595592,39,470,08,ATLANTICO,421,LURUACO,LURUACO,CM,08421,ZONA01,DABAR,DABARZONA01,30361.794,36
790423986.818,244827.583004,40,505,13,BOLIVAR,001,CARTAGENA,DISTRITO TURISTICO Y CULTURAL DE CARTAGENA DE INDIAS,CM,13001,ZONA03,DABAR,DABARZONA03,79042.399,37
1414931201.54,218787.609279,41,1075,20,CESAR,570,PUEBLO BELLO,PUEBLO BELLO,CM,20570,ZONA05,DABAR,DABARZONA05,141493.12,38
1814894829.16,182313.047241,42,496,47,MAGDALENA,551,PIVIJAY,PIVIJAY,CM,47551,ZONA07,DABAR,DABARZONA07,181489.483,39
347544126.176,102566.332841,43,568,44,LA GUAJIRA,874,VILLANUEVA,VILLANUEVA,CM,44874,ZONA06,DABAR,DABARZONA06,34754.413,40
137558340.362,51784.4912915,44,561,44,LA GUAJIRA,110,EL MOLINO,EL MOLINO,CM,44110,ZONA06,DABAR,DABARZONA06,13755.834,41
767956103.202,185308.72712,45,493,47,MAGDALENA,288,FUNDACION,FUNDACION,CM,47288,ZONA07,DABAR,DABARZONA07,76795.61,42
97407099.9859,45458.3908275,46,1057,13,BOLIVAR,222,CLEMENCIA,CLEMENCIA,CM,13222,ZONA03,DABAR,DABARZONA03,9740.709999999999,43
366647421.192,91429.13153660001,47,476,08,ATLANTICO,606,REPELON,REPELON,CM,08606,ZONA01,DABAR,DABARZONA01,36664.742,44
184916593.433,57497.9981367,48,499,47,MAGDALENA,675,SALAMINA,SALAMINA,CM,47675,ZONA07,DABAR,DABARZONA07,18491.659,45
134536893.588,51643.7961781,49,467,08,ATLANTICO,141,CANDELARIA,CANDELARIA,CM,08141,ZONA01,DABAR,DABARZONA01,13453.689,46
365621895.266,112291.674151,50,567,44,LA GUAJIRA,855,URUMITA,URUMITA,CM,44855,ZONA06,DABAR,DABARZONA06,36562.19,47
216756492.378,67500.3705492,51,472,08,ATLANTICO,436,MANATI,MANATI,CM,08436,ZONA01,DABAR,DABARZONA01,21675.649,48
128909063.111,45346.3164562,52,523,13,BOLIVAR,683,SANTA ROSA,SANTA ROSA,CM,13683,ZONA03,DABAR,DABARZONA03,12890.906,49
157398005.948,52688.6769728,53,533,13,BOLIVAR,873,VILLANUEVA,VILLANUEVA,CM,13873,ZONA03,DABAR,DABARZONA03,15739.801,50
497456352.008,106452.560168,54,492,47,MAGDALENA,258,EL PI¥ON,EL PI¥ON,CM,47258,ZONA07,DABAR,DABARZONA07,49745.635,51
96334345.35250001,47619.8605642,55,466,08,ATLANTICO,137,CAMPO DE LA CRUZ,CAMPO DE LA CRUZ,CM,08137,ZONA01,DABAR,DABARZONA01,9633.434999999999,52
1385725624.34,281354.442201,56,554,20,CESAR,621,LA PAZ,ROBLES,CM,20621,ZONA05,DABAR,DABARZONA05,138572.562,53
191989520.146,58911.2543942,57,1038,13,BOLIVAR,647,SAN ESTANISLAO,SAN ESTANISLAO,CM,13647,ZONA03,DABAR,DABARZONA03,19198.952,54
234842907.171,86603.329134,58,550,20,CESAR,443,MANAURE,BALCON DEL CESAR,CM,20443,ZONA05,DABAR,DABARZONA05,23484.291,55
75583111.4197,49943.2920526,59,988,13,BOLIVAR,760,SOPLAVIENTO,SOPLAVIENTO,CM,13760,ZONA03,DABAR,DABARZONA03,7558.311,56
45376716.5206,27847.1298838,60,1058,13,BOLIVAR,620,SAN CRISTOBAL,SAN CRISTOBAL,CM,13620,ZONA03,DABAR,DABARZONA03,4537.672,57
182862308.439,58008.137243,61,531,13,BOLIVAR,836,TURBACO,TURBACO,CM,13836,ZONA03,DABAR,DABARZONA03,18286.231,58
996459010.066,140280.54271,62,544,20,CESAR,238,EL COPEY,EL COPEY,CM,20238,ZONA05,DABAR,DABARZONA05,99645.901,59
67861869.0634,35010.2331844,63,479,08,ATLANTICO,675,SANTA LUCIA,SANTA LUCIA,CM,08675,ZONA01,DABAR,DABARZONA01,6786.187,60
192282713.793,90897.2796013,64,488,47,MAGDALENA,161,CERRO SAN ANTONIO,CERRO SAN ANTONIO,CM,47161,ZONA07,DABAR,DABARZONA07,19228.271,61
240111328.891,115326.702648,65,509,13,BOLIVAR,140,CALAMAR,CALAMAR,CM,13140,ZONA07,DABAR,DABARZONA07,24011.133,62
303441252.656,98038.3831263,66,556,20,CESAR,750,SAN DIEGO,SAN DIEGO,CM,20750,ZONA05,DABAR,DABARZONA05,30344.125,63
35103204.3218,27453.9000971,67,484,08,ATLANTICO,770,SUAN,SUAN,CM,08770,ZONA01,DABAR,DABARZONA01,3510.32,64
543075971.6109999,115385.37558,68,507,13,BOLIVAR,052,ARJONA,ARJONA,CM,13052,ZONA03,DABAR,DABARZONA03,54307.597,65
397874536.744,96595.6766769,69,514,13,BOLIVAR,433,MAHATES,MAHATES,CM,13433,ZONA03,DABAR,DABARZONA03,39787.454,66
183377229.644,58180.5804287,70,532,13,BOLIVAR,838,TURBANA,TURBANA,CM,13838,ZONA03,DABAR,DABARZONA03,18337.723,67
312001497.074,92626.43927990001,71,495,47,MAGDALENA,541,PEDRAZA,PEDRAZA,CM,47541,ZONA07,DABAR,DABARZONA07,31200.15,68
477707578.196,105733.29706,72,489,47,MAGDALENA,170,CHIVOLO,CHIVOLO,CM,47170,ZONA07,DABAR,DABARZONA07,47770.758,69
1497444964.69,220949.435862,73,537,20,CESAR,013,AGUSTIN CODAZZI,AGUSTIN CODAZZI,CM,20013,ZONA05,DABAR,DABARZONA05,149744.496,70
402837283.962,86185.00872909999,74,512,13,BOLIVAR,248,EL GUAMO,EL GUAMO,CM,13248,ZONA03,DABAR,DABARZONA03,40283.728,71
1028653791.83,178277.297737,75,458,70,SUCRE,713,SAN ONOFRE,SAN ONOFRE,CM,70713,ZONA03,DABAR,DABARZONA03,102865.379,72
640313943.46,129593.823062,76,518,13,BOLIVAR,657,SAN JUAN NEPOMUCENO,SAN JUAN NEPOMUCENO,CM,13657,ZONA03,DABAR,DABARZONA03,64031.394,73
461953019.08,90735.780266,77,515,13,BOLIVAR,442,MARIA LA BAJA,MARIA LA BAJA,CM,13442,ZONA03,DABAR,DABARZONA03,46195.302,74
593421106.827,101747.233927,78,540,20,CESAR,060,BOSCONIA,BOSCONIA,CM,20060,ZONA05,DABAR,DABARZONA05,59342.111,75
584335460.652,107230.398471,79,504,47,MAGDALENA,798,TENERIFE,TENERIFE,CM,47798,ZONA07,DABAR,DABARZONA07,58433.546,76
1452362858.58,233655.553217,80,1091,47,MAGDALENA,555,PLATO,PLATO,CM,47555,ZONA07,DABAR,DABARZONA07,145236.286,77
1079632803.11,159322.479747,81,487,47,MAGDALENA,058,ARIGUAINI,EL DIFICIL,CM,47058,ZONA07,DABAR,DABARZONA07,107963.28,78
1376760976.99,198785.79584,82,539,20,CESAR,045,BECERRIL,BECERRIL,CM,20045,ZONA05,DABAR,DABARZONA05,137676.098,79
438451203.337,99389.48289290001,83,517,13,BOLIVAR,654,SAN JACINTO,SAN JACINTO,CM,13654,ZONA03,DABAR,DABARZONA03,43845.12,80
812308577.682,158754.373419,84,511,13,BOLIVAR,244,EL CARMEN DE BOLIVAR,EL CARMEN DE BOLIVAR,CM,13244,ZONA03,DABAR,DABARZONA03,81230.85799999999,81
878727778.781,154790.775045,85,545,20,CESAR,250,EL PASO,EL PASO,CM,20250,ZONA05,DABAR,DABARZONA05,87872.77800000001,82
291476490.539,70762.36130790001,86,534,13,BOLIVAR,894,ZAMBRANO,ZAMBRANO,CM,13894,ZONA07,DABAR,DABARZONA07,29147.649,83
1103728825.19,243991.956049,87,502,47,MAGDALENA,707,SANTA ANA,SANTA ANA,CM,47707,ZONA04,DABAR,DABARZONA04,110372.883,84
760951773.563,220833.961003,88,1063,47,MAGDALENA,545,PIJI¥O DEL CARMEN,PIJI¥O,CM,47545,ZONA04,DABAR,DABARZONA04,76095.177,85
495502552.917,107264.328753,89,452,70,SUCRE,508,OVEJAS,OVEJAS,CM,70508,ZONA02,DABAR,DABARZONA02,49550.255,86
709095620.5779999,145203.616484,90,549,20,CESAR,400,LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,CM,20400,ZONA05,DABAR,DABARZONA05,70909.56200000001,87
96229046.5878,52798.6022061,91,445,70,SUCRE,230,CHALAN,CHALAN,CM,70230,ZONA02,DABAR,DABARZONA02,9622.905000000001,88
497595368.35,90346.8089249,92,510,13,BOLIVAR,212,CORDOBA,CORDOBA,CM,13212,ZONA07,DABAR,DABARZONA07,49759.537,89
265335605.749,75731.28104279999,93,463,70,SUCRE,823,TOLUVIEJO,TOLUVIEJO,CM,70823,ZONA02,DABAR,DABARZONA02,26533.561,90
136290770.423,60795.2634807,94,443,70,SUCRE,204,COLOSO,RICAURTE (COLOSO),CM,70204,ZONA02,DABAR,DABARZONA02,13629.077,91
1022999126.02,198614.735084,95,542,20,CESAR,178,CHIRIGUANA,CHIRIGUANA,CM,20178,ZONA05,DABAR,DABARZONA05,102299.913,92
572341345.8150001,106081.523542,96,538,20,CESAR,032,ASTREA,ASTREA,CM,20032,ZONA05,DABAR,DABARZONA05,57234.135,93
220696034.079,67584.54590909999,97,459,70,SUCRE,717,SAN PEDRO,SAN PEDRO,CM,70717,ZONA02,DABAR,DABARZONA02,22069.603,94
1476479445.08,230317.1711,98,541,20,CESAR,175,CHIMICHAGUA,CHIMICHAGUA,CM,20175,ZONA05,DABAR,DABARZONA05,147647.945,95
229208039.486,68538.8646364,99,449,70,SUCRE,418,LOS PALMITOS,LOS PALMITOS,CM,70418,ZONA02,DABAR,DABARZONA02,22920.804,96
170026873.722,58242.3110159,100,451,70,SUCRE,473,MORROA,MORROA,CM,70473,ZONA02,DABAR,DABARZONA02,17002.687,97
417229235.66,118880.512677,101,500,47,MAGDALENA,692,SAN SEBASTIAN DE BUENAVISTA,SAN SEBASTIAN DE BUENAVISTA,CM,47692,ZONA04,DABAR,DABARZONA04,41722.924,98
271511015.646,102980.992989,102,501,47,MAGDALENA,703,SAN ZENON,SAN ZENON,CM,47703,ZONA04,DABAR,DABARZONA04,27151.102,99
1298784410.34,205946.894421,103,513,13,BOLIVAR,430,MAGANGUE,MAGANGUE,CM,13430,ZONA04,DABAR,DABARZONA04,129878.441,100
115179547.575,57553.8950323,104,441,70,SUCRE,110,BUENAVISTA,BUENAVISTA,CM,70110,ZONA02,DABAR,DABARZONA02,11517.955,101
227864401.669,72804.29152300001,105,434,23,CORDOBA,672,SAN ANTERO,SAN ANTERO,CM,23672,ZONA08,DAMED,DAMEDZONA08,22786.44,102
348140944.914,83114.30740210001,106,435,23,CORDOBA,675,SAN BERNARDO DEL VIENTO,SAN BERNARDO DEL VIENTO,CM,23675,ZONA08,DAMED,DAMEDZONA08,34814.094,103
303430378.971,87521.06884579999,107,440,70,SUCRE,001,SINCELEJO,SINCELEJO,CM,70001,ZONA02,DABAR,DABARZONA02,30343.038,104
127123570.498,72700.3890315,108,526,13,BOLIVAR,780,TALAIGUA NUEVO,TALAIGUA NUEVO,CM,13780,ZONA04,DABAR,DABARZONA04,12712.357,105
374719068.231,115081.514075,109,460,70,SUCRE,742,SINCE,SINCE,CM,70742,ZONA02,DABAR,DABARZONA02,37471.907,106
239995048.209,66069.835597,110,453,70,SUCRE,523,PALMITO,PALMITO,CM,70523,ZONA02,DABAR,DABARZONA02,23999.505,107
248465593.968,62990.7995351,111,456,70,SUCRE,702,SAN JUAN DE BETULIA,SAN JUAN DE BETULIA,CM,70702,ZONA02,DABAR,DABARZONA02,24846.559,108
949667836.5930001,129374.309253,112,543,20,CESAR,228,CURUMANI,CURUMANI,CM,20228,ZONA05,DABAR,DABARZONA05,94966.784,109
555525526.722,111941.262242,113,494,47,MAGDALENA,318,GUAMAL,GUAMAL,CM,47318,ZONA04,DABAR,DABARZONA04,55552.553,110
254762486.658,98534.9907308,114,444,70,SUCRE,215,COROZAL,COROZAL,CM,70215,ZONA02,DABAR,DABARZONA02,25476.249,111
798846260.3430001,140142.120431,115,491,47,MAGDALENA,245,EL BANCO,EL BANCO,CM,47245,ZONA04,DABAR,DABARZONA04,79884.626,112
315100307.525,81491.30643539999,116,426,23,CORDOBA,500,MO¥ITOS,MO¥ITOS,CM,23500,ZONA08,DAMED,DAMEDZONA08,31510.031,113
858793537.118,142706.293789,117,422,23,CORDOBA,417,LORICA,LORICA,CM,23417,ZONA08,DAMED,DAMEDZONA08,85879.35400000001,114
111320175.482,49648.9501042,118,431,23,CORDOBA,586,PURISIMA,PURISIMA,CM,23586,ZONA08,DAMED,DAMEDZONA08,11132.018,115
117405162.254,49630.8748858,119,424,23,CORDOBA,464,MOMIL,MOMIL,CM,23464,ZONA08,DAMED,DAMEDZONA08,11740.516,116
603224357.994,99162.3069964,120,527,13,BOLIVAR,468,MOMPOS,MOMPOS,CM,13468,ZONA04,DABAR,DABARZONA04,60322.436,117
65442208.0348,38017.9594998,121,513,13,BOLIVAR,188,CICUCO,CICUCO,CM,13188,ZONA04,DABAR,DABARZONA04,6544.221,118
1776823051.95,293674.506286,122,581,54,NORTE DE SANTANDER,245,EL CARMEN,EL CARMEN,CM,54245,ZONA07,DANGA,DANGAZONA07,177682.305,119
281936125.05,84049.0001104,123,433,23,CORDOBA,670,SAN ANDRES DE SOTAVENTO,SAN ANDRES SOTAVENTO,CM,23670,ZONA08,DAMED,DAMEDZONA08,28193.613,120
933267188.291,254309.546957,124,578,54,NORTE DE SANTANDER,206,CONVENCION,CONVENCION,CM,54206,ZONA07,DANGA,DANGAZONA07,93326.719,121
359691529.528,99458.7600467,125,528,13,BOLIVAR,650,SAN FERNANDO,SAN FERNANDO,CM,13650,ZONA04,DABAR,DABARZONA04,35969.153,122
235550140.908,82425.0246439,126,454,70,SUCRE,670,SAMPUES,SAMPUES,CM,70670,ZONA02,DABAR,DABARZONA02,23555.014,123
331773121.398,74065.6482372,127,419,23,CORDOBA,168,CHIMA,CHIMA,CM,23168,ZONA08,DAMED,DAMEDZONA08,33177.312,124
417776364.153,95428.84132589999,128,529,13,BOLIVAR,440,MARGARITA,MARGARITA,CM,13440,ZONA04,DABAR,DABARZONA04,41777.636,125
273083570.737,75277.17704900001,129,446,70,SUCRE,235,GALERAS,NUEVA GRANADA,CM,70235,ZONA02,DABAR,DABARZONA02,27308.357,126
167822610.064,60254.7648958,130,1065,23,CORDOBA,300,COTORRA,COTORRA,CM,23300,ZONA08,DAMED,DAMEDZONA08,16782.261,127
575904597.456,119359.804106,131,420,23,CORDOBA,182,CHINU,CHINU,CM,23182,ZONA08,DAMED,DAMEDZONA08,57590.46,128
827831048.642,218797.243584,132,600,54,NORTE DE SANTANDER,800,TEORAMA,TEORAMA,CM,54800,ZONA07,DANGA,DANGAZONA07,82783.105,129
472075022.799,90234.5474805,133,429,23,CORDOBA,574,PUERTO ESCONDIDO,PUERTO ESCONDIDO,CM,23574,ZONA08,DAMED,DAMEDZONA08,47207.502,130
2660539051.94,338944.227347,134,601,54,NORTE DE SANTANDER,810,TIBU,TIBU,CM,54810,ZONA08,DANGA,DANGAZONA08,266053.905,131
1501904365.61,245302.819423,135,455,70,SUCRE,678,SAN BENITO ABAD,SAN BENITO ABAD,CM,70678,ZONA02,DABAR,DABARZONA02,150190.437,132
439717310.905,124698.669442,136,437,23,CORDOBA,686,SAN PELAYO,SAN PELAYO,CM,23686,ZONA08,DAMED,DAMEDZONA08,43971.731,133
678271071.493,121833.582047,137,558,20,CESAR,787,TAMALAMEQUE,TAMALAMEQUE,CM,20787,ZONA05,DABAR,DABARZONA05,67827.107,134
756106990.937,164731.36945,138,530,13,BOLIVAR,549,PINILLOS,PINILLOS,CM,13549,ZONA04,DABAR,DABARZONA04,75610.69899999999,135
447887221.332,93841.3385207,139,551,20,CESAR,517,PAILITAS,PAILITAS,CM,20517,ZONA05,DABAR,DABARZONA05,44788.722,136
1023295547.92,150330.099687,140,461,70,SUCRE,771,SUCRE,SUCRE,CM,70771,ZONA04,DABAR,DABARZONA04,102329.555,137
634040703.1109999,139328.840714,141,421,23,CORDOBA,189,CIENAGA DE ORO,CIENAGA DE ORO,CM,23189,ZONA08,DAMED,DAMEDZONA08,63404.07,138
147962662.99,61466.1888531,142,516,13,BOLIVAR,300,HATILLO DE LOBA,HATILLO DE LOBA,CM,13300,ZONA04,DABAR,DABARZONA04,14796.266,139
869106006.225,147321.064914,143,432,23,CORDOBA,660,SAHAGUN,SAHAGUN,CM,23660,ZONA08,DAMED,DAMEDZONA08,86910.601,140
502183701.766,110057.660244,144,1056,13,BOLIVAR,268,EL PE¥ON,EL PE¥ON,CM,13268,ZONA04,DABAR,DABARZONA04,50218.37,141
288351603.433,89527.29532770001,145,516,13,BOLIVAR,667,SAN MARTIN DE LOBA,SAN MARTIN DE LOBA,CM,13667,ZONA04,DABAR,DABARZONA04,28835.16,142
341590069.921,92046.8971919,146,423,23,CORDOBA,419,LOS CORDOBAS,LOS CORDOBAS,CM,23419,ZONA08,DAMED,DAMEDZONA08,34159.007,143
243078649.555,88469.0582943,147,418,23,CORDOBA,162,CERETE,CERETE,CM,23162,ZONA08,DAMED,DAMEDZONA08,24307.865,144
406027360.147,113153.309639,148,508,13,BOLIVAR,074,BARRANCO DE LOBA,BARRANCO DE LOBA,CM,13074,ZONA04,DABAR,DABARZONA04,40602.736,145
3038206405.26,242068.007139,149,414,23,CORDOBA,001,MONTERIA,MONTERIA,CM,23001,ZONA08,DAMED,DAMEDZONA08,303820.641,146
451388422.985,105995.80185,150,442,70,SUCRE,124,CAIMITO,CAIMITO,CM,70124,ZONA02,DABAR,DABARZONA02,45138.842,147
508103837.284,132579.245551,151,306,05,ANTIOQUIA,051,ARBOLETES,ARBOLETES,CM,05051,ZONA02,DAMED,DAMEDZONA02,50810.384,148
421601107.355,99528.8901134,152,552,20,CESAR,550,PELAYA,PELAYA,CM,20550,ZONA05,DABAR,DABARZONA05,42160.111,149
235571244.682,65223.2821649,153,448,70,SUCRE,400,LA UNION,LA UNION,CM,70400,ZONA02,DABAR,DABARZONA02,23557.124,150
489840169.358,92551.12827299999,154,436,23,CORDOBA,678,SAN CARLOS,SAN CARLOS,CM,23678,ZONA08,DAMED,DAMEDZONA08,48984.017,151
482066010.047,92314.8998689,155,417,23,CORDOBA,090,CANALETE,CANALETE,CM,23090,ZONA08,DAMED,DAMEDZONA08,48206.601,152
639032339.812,107523.607303,156,1024,54,NORTE DE SANTANDER,250,EL TARRA,EL TARRA,CM,54250,ZONA07,DANGA,DANGAZONA07,63903.234,153
271640332.531,70788.240206,157,508,13,BOLIVAR,030,ALTOS DEL ROSARIO,ALTOS DEL ROSARIO,CM,13030,ZONA04,DABAR,DABARZONA04,27164.033,154
149832286.499,58362.6402249,158,1055,13,BOLIVAR,580,REGIDOR,REGIDOR,CM,13580,ZONA07,DANGA,DANGAZONA07,14983.229,155
349663268.341,83583.6957804,159,381,05,ANTIOQUIA,659,SAN JUAN DE URABA,SAN JUAN DE URABA,CM,05659,ZONA02,DAMED,DAMEDZONA02,34966.327,156
892235330.405,164583.715467,160,506,13,BOLIVAR,006,ACHI,ACHI,CM,13006,ZONA04,DABAR,DABARZONA04,89223.533,157
799423702.429,147729.884618,161,548,20,CESAR,383,LA GLORIA,LA GLORIA,CM,20383,ZONA07,DANGA,DANGAZONA07,79942.37,158
789085273.0039999,132476.593035,162,450,70,SUCRE,429,MAJAGUAL,MAJAGUAL,CM,70429,ZONA04,DABAR,DABARZONA04,78908.527,159
1120016515.63,154962.739852,163,457,70,SUCRE,708,SAN MARCOS,SAN MARCOS,CM,70708,ZONA02,DABAR,DABARZONA02,112001.652,160
1292389463.51,167152.803608,164,363,05,ANTIOQUIA,490,NECOCLI,NECOCLI,CM,05490,ZONA02,DAMED,DAMEDZONA02,129238.946,161
1758562139.99,217368.926009,165,520,13,BOLIVAR,600,RIO VIEJO,RIO VIEJO,CM,13600,ZONA07,DANGA,DANGAZONA07,175856.214,162
937466243.905,144732.546423,166,274,27,CHOCO,006,ACANDI,ACANDI,CM,27006,ZONA02,DAMED,DAMEDZONA02,93746.624,163
862711442.601,127857.374064,167,530,13,BOLIVAR,810,TIQUISIO,PUERTO RICO,CM,13810,ZONA04,DABAR,DABARZONA04,86271.144,164
716404308.026,127954.638187,168,384,05,ANTIOQUIA,665,SAN PEDRO DE URABA,SAN PEDRO DE URABA,CM,05665,ZONA02,DAMED,DAMEDZONA02,71640.431,165
891428537.556,149440.148939,169,428,23,CORDOBA,570,PUEBLO NUEVO,PUEBLO NUEVO,CM,23570,ZONA08,DAMED,DAMEDZONA08,89142.85400000001,166
441660687.228,117634.184504,170,595,54,NORTE DE SANTANDER,670,SAN CALIXTO,SAN CALIXTO,CM,54670,ZONA07,DANGA,DANGAZONA07,44166.069,167
1010366625.98,160732.274641,171,427,23,CORDOBA,555,PLANETA RICA,PLANETA RICA,CM,23555,ZONA08,DAMED,DAMEDZONA08,101036.663,168
370770346.654,102000.881413,172,447,70,SUCRE,265,GUARANDA,GUARANDA,CM,70265,ZONA04,DABAR,DABARZONA04,37077.035,169
915749338.88,175085.947066,173,536,20,CESAR,011,AGUACHICA,AGUACHICA,CM,20011,ZONA07,DANGA,DANGAZONA07,91574.93399999999,170
1958649122.4,193449.377811,174,415,23,CORDOBA,068,AYAPEL,AYAPEL,CM,23068,ZONA08,DAMED,DAMEDZONA08,195864.912,171
357018217.004,81028.4861491,175,584,54,NORTE DE SANTANDER,344,HACARI,HACARI,CM,54344,ZONA07,DANGA,DANGAZONA07,35701.822,172
391055077.36,100427.004875,176,546,20,CESAR,295,GAMARRA,GAMARRA,CM,20295,ZONA07,DANGA,DANGAZONA07,39105.508,173
1006075732.82,185964.350451,177,519,13,BOLIVAR,473,MORALES,MORALES,CM,13473,ZONA07,DANGA,DANGAZONA07,100607.573,174
2025483267.61,274555.867649,178,506,13,BOLIVAR,458,MONTECRISTO,MONTECRISTO,CM,13458,ZONA04,DABAR,DABARZONA04,202548.327,175
