AREA,PERIMETER,WCOLGEN02_,WCOLGEN021,DPTO,NOMBRE_DPT,MPIO,NOMBRE_MPI,NOMBRE_CAB,CLASEMUN,MPIOS,ZONA,OF_REG,REG_ZONAS,HECTARES,_ID
2376396512.36,297529.293443,1075,172,86,PUTUMAYO,568,PUERTO ASIS,PUERTO ASIS,CM,86568,ZONA08,DACLI,DACLIZONA08,237639.651,1070
561858387.825,145418.381002,1076,176,86,PUTUMAYO,865,VALLE DEL GUAMUEZ,LA HORMIGA,CM,86865,ZONA08,DACLI,DACLIZONA08,56185.839,1071
521372761.929,118279.687159,1077,176,86,PUTUMAYO,757,SAN MIGUEL,LA DORADA,CM,86757,ZONA08,DACLI,DACLIZONA08,52137.276,1072
16270191531.5,616523.8841650001,1078,999,91,AMAZONAS,460,MIRITI-PARANA,MIRITI-PARANA,CD,91460,ZONA16,DABOG,DABOGZONA16,1627019.153,1073
6281992937.73,543089.925562,1079,1016,97,VAUPES,666,TARAIRA,TARAIRA,CM,97666,ZONA16,DABOG,DABOGZONA16,628199.294,1074
19285366894.1,835509.294348,1080,1000,91,AMAZONAS,669,PUERTO SANTANDER,PUERTO SANTANDER,CD,91669,ZONA16,DABOG,DABOGZONA16,1928536.689,1075
13182078545.2,721820.291881,1081,835,91,AMAZONAS,405,LA CHORRERA,LA CHORRERA,CD,91405,ZONA16,DABOG,DABOGZONA16,1318207.855,1076
14999523815.1,783743.4052480001,1082,998,91,AMAZONAS,407,LA PEDRERA,LA PEDRERA,CD,91407,ZONA16,DABOG,DABOGZONA16,1499952.382,1077
8929183815.940001,629919.931152,1083,834,91,AMAZONAS,263,EL ENCANTO,EL ENCANTO,CD,91263,ZONA16,DABOG,DABOGZONA16,892918.382,1078
8182123411.96,483007.988792,1084,997,91,AMAZONAS,798,TARAPACA,TARAPACA,CD,91798,ZONA16,DABOG,DABOGZONA16,818212.341,1079
5202156584.67,334293.046475,1085,833,91,AMAZONAS,001,LETICIA,LETICIA,CM,91001,ZONA16,DABOG,DABOGZONA16,520215.658,1080
1842047391.75,208614.758163,1086,996,91,AMAZONAS,540,PUERTO NARI¥O,PUERTO NARI¥O,CM,91540,ZONA16,DABOG,DABOGZONA16,184204.739,1081
245807152.011,107147.529675,1087,444,70,SUCRE,233,EL ROBLE,EL ROBLE,CM,70233,ZONA02,DABAR,DABARZONA02,24580.715,1082
169054029.954,107185.088721,1088,1083,44,LA GUAJIRA,420,LA JAGUA DEL PILAR,LA JAGUA DEL PILAR,CM,44420,ZONA05,DABAR,DABARZONA05,16905.403,1083
541664541.586,128282.494104,1089,1093,44,LA GUAJIRA,035,ALBANIA,ALBANIA,CM,44035,ZONA06,DABAR,DABARZONA06,54166.454,1084
789144728.9119999,124055.046968,1090,1092,47,MAGDALENA,980,ZONA BANANERA,PRADO SEVILLA,CM,47980,ZONA07,DABAR,DABARZONA07,78914.473,1085
517942502.699,107952.280218,1091,1089,47,MAGDALENA,030,ALGARROBO,ALGARROBO,CM,47030,ZONA07,DABAR,DABARZONA07,51794.25,1086
111014617.263,55343.7492061,1092,1090,47,MAGDALENA,205,CONCORDIA,CONCORDIA,CM,47205,ZONA07,DABAR,DABARZONA07,11101.462,1087
341570076.732,105759.091575,1093,495,47,MAGDALENA,960,ZAPAYAN,ZAPAYAN,CM,47960,ZONA07,DABAR,DABARZONA07,34157.008,1088
199735882.253,72400.7850725,1094,1073,13,BOLIVAR,062,ARROYOHONDO,ARROYOHONDO,CM,13062,ZONA07,DABAR,DABARZONA07,19973.588,1089
949315516.239,156668.553823,1095,497,47,MAGDALENA,660,SABANAS DE SAN ANGEL,SAN ANGEL,CM,47660,ZONA07,DABAR,DABARZONA07,94931.552,1090
871982383.307,136581.251804,1096,497,47,MAGDALENA,460,NUEVA GRANADA,NUEVA GRANADA,CM,47460,ZONA07,DABAR,DABARZONA07,87198.238,1091
558739628.794,111264.363503,1097,1091,47,MAGDALENA,720,SANTA BARBARA DE PINTO,SANTA BARBARA DE PINTO,CM,47720,ZONA07,DABAR,DABARZONA07,55873.963,1092
4518629684.99,433288.955867,1099,1006,94,GUAINIA,663,MAPIRIPANA,MAPIRIPANA,CD,94663,ZONA16,DABOG,DABOGZONA16,451862.968,1093
9567964666.09,586282.732498,1100,1071,94,GUAINIA,888,MORICHAL,MORICHAL NUEVO,CD,94888,ZONA16,DABOG,DABOGZONA16,956796.4669999999,1094
2117988997.39,256197.16192,1101,1078,91,AMAZONAS,430,LA VICTORIA,PACOA,CD,91430,ZONA16,DABOG,DABOGZONA16,211798.9,1095
12689370944.2,676317.323736,1102,1077,91,AMAZONAS,536,PUERTO ARICA,PUERTO ARICA,CD,91536,ZONA16,DABOG,DABOGZONA16,1268937.094,1096
7329386303.53,461501.759239,1103,1076,91,AMAZONAS,530,PUERTO ALEGRIA,PUERTO ALEGRIA,CD,91530,ZONA16,DABOG,DABOGZONA16,732938.63,1097
143583222.525,58663.7504542,1104,1082,52,NARIÑO,254,EL PE¥OL,EL PE¥OL,CM,52254,ZONA06,DACLI,DACLIZONA06,14358.322,1098
117005130.445,45441.5321806,1105,32,52,NARIÑO,480,NARIÑO,NARIÑO,CM,52480,ZONA06,DACLI,DACLIZONA06,11700.513,1099
110966839.884,57048.6645818,1106,97,19,CAUCA,785,SUCRE,SUCRE,CM,19785,ZONA05,DACLI,DACLIZONA05,11096.684,1100
73430909.65620001,45494.3811712,1107,1081,19,CAUCA,845,VILLA RICA,VILLA RICA,CM,19845,ZONA03,DACLI,DACLIZONA03,7343.091,1101
367637952.508,96131.32662760001,1108,462,70,SUCRE,820,TOLU,TOLU,CM,70820,ZONA02,DABAR,DABARZONA02,36763.795,1102
31183733.161,28743.3346132,1109,462,70,SUCRE,221,COVEÑAS,COVEÑAS,CM,70221,ZONA02,DABAR,DABARZONA02,3118.373,1103
583793993.839,151715.069375,1110,255,17,CALDAS,380,LA DORADA,LA DORADA,CM,17380,ZONA01,DALES,DALESZONA01,58379.399,1104
715023942.187,152818.978036,1111,1085,17,CALDAS,495,NORCASIA,NORCASIA,CM,17495,ZONA01,DALES,DALESZONA01,71502.394,1105
318898977.749,78447.6676861,1112,268,17,CALDAS,662,SAMANA,SAMANA,CM,17662,ZONA01,DALES,DALESZONA01,31889.898,1106
1612158684.57,195781.552406,1113,1086,27,CHOCO,425,MEDIO ATRATO,BETE,CM,27425,ZONA07,DAMED,DAMEDZONA07,161215.868,1107
391025922.663,95925.9932238,1114,1069,27,CHOCO,050,ATRATO,YUTO,CM,27050,ZONA07,DAMED,DAMEDZONA07,39102.592,1108
769606645.9299999,142872.618757,1115,1080,27,CHOCO,600,RIO QUITO,PAIMADO,CM,27600,ZONA07,DAMED,DAMEDZONA07,76960.66499999999,1109
341831444.417,77115.4557525,1116,290,27,CHOCO,160,CERTEGUI,CERTEGUI,CM,27160,ZONA07,DAMED,DAMEDZONA07,34183.144,1110
159424267.448,59173.8656495,1117,1087,27,CHOCO,810,UNION PANAMERICANA,ANIMAS,CM,27810,ZONA07,DAMED,DAMEDZONA07,15942.427,1111
1310165588.17,206011.95368,1118,1084,27,CHOCO,430,MEDIO BAUDO,BOCA DE PEPE,CM,27430,ZONA07,DAMED,DAMEDZONA07,131016.559,1112
319627434.261,95213.0340492,1119,280,27,CHOCO,580,RIO IRO,RIO IRO,CM,27580,ZONA07,DAMED,DAMEDZONA07,31962.743,1113
523487261.733,103625.415597,1120,282,27,CHOCO,450,MEDIO SAN JUAN,MEDIO SAN JUAN,CM,27450,ZONA07,DAMED,DAMEDZONA07,52348.726,1114
1333941290.11,211788.556842,1122,361,05,ANTIOQUIA,480,MUTATA,MUTATA,CM,05480,ZONA02,DAMED,DAMEDZONA02,133394.129,1115
2816016248.89,359760.44548,1123,287,27,CHOCO,150,CARMEN DEL DARIEN,CARMEN DEL DARIEN,CM,27150,ZONA02,DAMED,DAMEDZONA02,281601.625,1116
