idmun,newid,year,idstate,newids,state,municipality,coca_,id,asp_,er_,pop_,popr_,popu_,pserv,ver,victim,npark,elevation_,precipitat_,resguardo,ipc,conflict,sipcc,infrastructurepcc,humancappcc,propertypcc,gaspcc,royaltiespcc,cofinancingpcc,induscomerpcc,nontaxincomepcc,dpark,dresguardo,delta_coca,qrt_ppasta_1,qrt_ppasta_2,qrt_ppasta_3,qrt_ppasta_4,qrt_ppasta_m
05001,5001,2001,05,5,Antioquia,Medellín,0,050012001,0,0,2098618,49479,2049139,64.05835,0,505,,2072.04,1943.1801,0,66.730003,.24063455,205.72171,80.457497,125.26421,109.95337,30.222965,.096809655,.56170142,80.175133,36.173553,0,0,,0,0,0,0,1
05001,5001,2002,05,5,Antioquia,Medellín,0,050012002,0,0,2129874,46566,2083308,70.799698,0,1832,,2072.04,1943.1801,0,71.400002,.86014479,354.07825,138.21053,215.86771,108.28271,29.638927,0,0,83.761826,44.072392,0,0,0,0,0,0,0,1
05001,5001,2003,05,5,Antioquia,Medellín,0,050012003,0,0,2159609,43816,2115793,70.84568,0,234,,2072.04,1943.1801,0,76.029999,.10835294,406.59903,118.63029,287.96875,111.92105,34.462536,.23678969,0,83.390953,114.35129,0,0,0,0,0,0,0,1
05001,5001,2004,05,5,ANTIOQUIA,MEDELLIN,0,050012004,0,0,2187831,41233,2146598,74.116966,0,91,,2072.04,1943.1801,0,80.209999,.041593708,523.87744,169.88815,353.98926,131.70238,39.908386,.0042510536,0,92.063339,244.46121,0,0,0,0,0,0,0,1
05001,5001,2005,05,5,ANTIOQUIA,MEDELLIN,0,050012005,0,0,2214494,38813,2175681,75.719803,0,18,,2072.04,1943.1801,0,84.099998,.0081282677,644.40137,190.29031,454.11105,139.75273,43.479691,.018740442,0,101.27982,272.72202,0,0,0,0,0,0,0,1
05001,5001,2006,05,5,ANTIOQUIA,MEDELLIN,0,050012006,0,0,2239003,37668,2201335,77.585655,0,86,,2072.04,1943.1801,0,87.870003,.038409952,846.98138,324.48019,522.5011,155.68625,45.458584,.010919929,0,138.48878,253.88283,0,0,0,0,1,0,0,0
05001,5001,2007,05,5,ANTIOQUIA,MEDELLIN,0,050012007,0,0,2265244,36575,2228669,80.658569,0,42,,2072.04,1943.1801,0,92.870003,.018541049,833.07422,317.46802,515.6062,142.70735,45.058186,.015701143,0,142.66078,280.99756,0,0,0,0,0,0,1,0
05001,5001,2008,05,5,ANTIOQUIA,MEDELLIN,0,050012008,0,0,2291378,35533,2255845,80.819466,0,64,,2072.04,1943.1801,0,100,.027930791,983.95581,334.72366,649.23212,138.83884,41.705631,.022020373,0,146.45409,79.942917,0,0,0,1,0,0,0,0
05001,5001,2009,05,5,ANTIOQUIA,MEDELLIN,0,050012009,0,3,2317336,34542,2282794,75.909523,0,218,,2072.04,1943.1801,0,102,.094073541,1092.5624,366.96005,725.60229,152.15552,38.069717,.053667944,0,152.77734,76.786507,0,0,0,0,0,1,0,0
05001,5001,2010,05,5,ANTIOQUIA,MEDELLIN,0,050012010,0,0,2343049,33603,2309446,89.432892,0,36,,2072.04,1943.1801,0,105.24,.015364596,1202.2206,494.75995,707.46063,146.47783,35.418404,.01920169,0,152.51907,97.841934,0,0,0,0,0,1,0,0
05001,5001,2011,05,5,Antioquia,Medellín,0,050012011,0,0,2368282,32714,2335568,84.360001,0,38,,2072.04,1943.1801,0,109.16,.016045386,1196.4943,502.50366,693.9906,158.89693,33.699329,.019693125,9.4151621,159.40953,100.70945,0,0,0,0,0,0,0,1
05001,5001,2012,05,5,Antioquia,Medellín,0,050012012,0,0,2393011,31877,2361134,83.220001,0,44,,2072.04,1943.1801,0,111.82,.018386878,1079.771,424.2442,655.52679,158.45987,32.137066,0,16.26795,162.02635,104.81767,0,0,0,0,0,0,0,1
05001,5001,2013,05,5,Antioquia,Medellín,0,050012013,0,0,2417325,31092,2386233,84.82,0,37,,2072.04,1943.1801,0,113.98,.015306175,1309.6155,479.34161,830.27386,196.04652,32.124969,37.751122,0,161.73103,103.02041,0,0,0,0,0,0,0,1
05001,5001,2014,05,5,Antioquia,Medellín,0,050012014,0,0,2441123,30358,2410765,85.497871,0,6,,2072.04,1943.1801,0,118.15,.0024578851,1657.1074,751.47083,905.6366,192.03831,31.925768,0,0,173.69392,97.723602,0,0,0,0,0,0,0,1
05001,5001,2015,05,5,Antioquia,Medellín,0,050012015,0,0,2464322,29675,2434647,83.733109,0,22,,2072.04,1943.1801,0,126.15,.0089274049,1176.9724,325.18533,851.78711,192.61501,31.580742,0,0,166.03824,92.479797,0,0,0,0,0,0,0,1
05001,5001,2016,05,5,Antioquia,Medellín,0,050012016,0,0,2486723,29043,2457680,,0,9,,,,0,133.39999,.003619221,,,,,,,,,,0,0,0,0,0,0,0,1
05001,5001,2017,05,5,Antioquia,Medellín,0,050012017,0,0,2508452,28462,2479990,,0,0,,,,0,138.85001,0,,,,,,,,,,0,0,0,0,0,0,0,1
05002,5002,2001,05,5,Antioquia,Abejorral,0,050022001,0,0,20966,14687,6279,56.236858,0,15,,1943.35,2571.21,0,66.730003,.71544403,284.32629,108.84641,175.47989,17.01355,3.4972739,1.8710403,6.2022305,13.835063,28.839554,0,0,,0,0,0,0,1
05002,5002,2002,05,5,Antioquia,Abejorral,0,050022002,0,0,20759,14494,6265,52.498783,0,21,,1943.35,2571.21,0,71.400002,1.0116094,356.69846,136.52415,220.17427,10.173239,2.8515186,1.2901832,12.493248,9.1938124,22.176199,0,0,0,0,0,0,0,1
05002,5002,2003,05,5,Antioquia,Abejorral,0,050022003,0,0,20570,14311,6259,50.515869,0,8,,1943.35,2571.21,0,76.029999,.3889159,382.86703,196.06326,186.8038,15.610538,3.02282,2.3520768,7.3577766,10.560528,15.238081,0,0,0,0,0,0,0,1
05002,5002,2004,05,5,Antioquia,Abejorral,0,050022004,0,0,20401,14141,6260,48.007778,0,3,,1943.35,2571.21,0,80.209999,.14705162,245.29869,53.763947,191.53474,15.579722,3.0819545,1.1083107,.59497756,15.603189,.24756104,0,0,0,0,0,0,0,1
05002,5002,2005,05,5,Antioquia,Abejorral,0,050022005,0,0,20249,13978,6271,51.412071,0,1,,1943.35,2571.21,0,84.099998,.049385156,239.67456,53.268261,186.40628,16.721956,4.0805879,5.342464,16.974106,17.059195,6.9626613,0,0,0,0,0,0,0,1
05002,5002,2006,05,5,Antioquia,Abejorral,0,050022006,0,0,20113,13822,6291,53.25214,0,0,,1943.35,2571.21,0,87.870003,0,336.8165,99.319069,237.49742,19.770452,4.4413338,1.1558117,73.339699,17.21207,3.9454443,0,0,0,0,1,0,0,0
05002,5002,2007,05,5,Antioquia,Abejorral,0,050022007,0,0,20022,13705,6317,55.82745,0,0,,1943.35,2571.21,0,92.870003,0,370.73514,100.37698,270.35812,14.040331,5.1302991,1.0819368,72.120995,17.150888,8.3365278,0,0,0,0,0,0,1,0
05002,5002,2008,05,5,Antioquia,Abejorral,0,050022008,0,0,19930,13579,6351,57.461601,0,0,,1943.35,2571.21,0,100,0,343.44174,71.876572,271.56519,23.655094,4.7675362,1.444857,36.196537,15.355795,8.0793781,0,0,0,1,0,0,0,0
05002,5002,2009,05,5,Antioquia,Abejorral,0,050022009,0,0,19853,13462,6391,57.787609,0,0,,1943.35,2571.21,0,102,0,409.08835,120.08443,289.00388,30.770626,4.8146524,1.4653783,0,15.306523,5.8667974,0,0,0,0,0,1,0,0
05002,5002,2010,05,5,Antioquia,Abejorral,0,050022010,0,0,19750,13311,6439,67.9786,0,0,,1943.35,2571.21,0,105.24,0,467.41772,165.30016,302.11755,27.164818,4.1827483,1.3716688,40.799477,16.494234,9.7161884,0,0,0,0,0,1,0,0
05002,5002,2011,05,5,Antioquia,Abejorral,0,050022011,0,0,19672,13179,6493,71.290001,0,0,,1943.35,2571.21,0,109.16,0,473.86121,187.46481,286.39642,30.162632,4.8100591,2.1784062,151.97182,19.405415,13.364608,0,0,0,0,0,0,0,1
05002,5002,2012,05,5,Antioquia,Abejorral,0,050022012,0,0,19570,13030,6540,69.68,0,0,,1943.35,2571.21,0,111.82,0,459.41864,366.53317,92.885475,32.579597,4.5140615,1.9438679,105.32754,16.72719,18.319599,0,0,0,0,0,0,0,1
05002,5002,2013,05,5,Antioquia,Abejorral,0,050022013,0,0,19478,12891,6587,71.669998,0,0,,1943.35,2571.21,0,113.98,0,717.19391,595.78638,121.40755,45.440247,4.8204079,88.390472,124.53745,18.595898,17.212358,0,0,0,0,0,0,0,1
05002,5002,2014,05,5,Antioquia,Abejorral,0,050022014,0,0,19382,12746,6636,70.112404,0,0,,1943.35,2571.21,0,118.15,0,687.69366,586.09998,101.5937,34.049988,5.2721348,27.993479,102.13235,18.492624,12.806338,0,0,0,0,0,0,0,1
05002,5002,2015,05,5,Antioquia,Abejorral,0,050022015,0,0,19290,12609,6681,71.840195,0,0,,1943.35,2571.21,0,126.15,0,758.4538,282.77982,475.67398,31.688765,5.6275215,60.704597,113.68213,22.484608,12.848554,0,0,0,0,0,0,0,1
05002,5002,2016,05,5,Antioquia,Abejorral,0,050022016,0,0,19195,12471,6724,,0,0,,,,0,133.39999,0,,,,,,,,,,0,0,0,0,0,0,0,1
05002,5002,2017,05,5,Antioquia,Abejorral,0,050022017,0,0,19096,12331,6765,,0,0,,,,0,138.85001,0,,,,,,,,,,0,0,0,0,0,0,0,1
05004,5004,2001,05,5,Antioquia,Abriaquí,0,050042001,0,0,2912,2023,889,48.476845,0,1,,2302.1799,2304.98,0,66.730003,.34340659,434.82333,202.67885,232.14449,29.522778,0,3.0748603,0,2.3302038,152.405,0,0,,0,0,0,0,1
05004,5004,2002,05,5,Antioquia,Abriaquí,0,050042002,0,0,2856,1973,883,27.568991,0,0,,2302.1799,2304.98,0,71.400002,0,402.77969,95.755463,307.02426,23.011656,0,12.998826,0,22.186325,60.993515,0,0,0,0,0,0,0,1
05004,5004,2003,05,5,Antioquia,Abriaquí,0,050042003,0,0,2799,1924,875,42.509846,0,8,,2302.1799,2304.98,0,76.029999,2.8581636,823.45032,449.54941,373.90094,17.22069,0,2.142777,39.176167,11.569116,26.758867,0,0,0,0,0,0,0,1
05004,5004,2004,05,5,Antioquia,Abriaquí,0,050042004,0,0,2744,1878,866,40.688141,0,0,,2302.1799,2304.98,0,80.209999,0,571.81897,196.10875,375.71021,24.892746,,0,0,7.7884111,33.772953,0,0,0,0,0,0,0,1
05004,5004,2005,05,5,Antioquia,Abriaquí,0,050042005,0,0,2690,1832,858,56.952099,0,0,,2302.1799,2304.98,0,84.099998,0,922.51917,377.72791,544.79132,16.78211,0,0,0,29.704412,41.779789,0,0,0,0,0,0,0,1
05004,5004,2006,05,5,Antioquia,Abriaquí,0,050042006,0,0,2636,1787,849,55.48473,0,5,,2302.1799,2304.98,0,87.870003,1.8968134,778.71619,358.1124,420.60382,20.696356,0,0,124.64397,4.140739,39.294495,0,0,0,0,1,0,0,0
05004,5004,2007,05,5,Antioquia,Abriaquí,0,050042007,0,0,2570,1730,840,52.350777,0,1,,2302.1799,2304.98,0,92.870003,.38910505,1088.2146,698.7995,389.4151,16.30286,0,0,0,5.3394585,207.00917,0,0,0,0,0,0,1,0
05004,5004,2008,05,5,Antioquia,Abriaquí,0,050042008,0,0,2504,1673,831,52.717285,0,0,,2302.1799,2304.98,0,100,0,689.55231,307.61102,381.94128,13.216054,0,0,205.44649,3.1709266,26.357428,0,0,0,1,0,0,0,0
05004,5004,2009,05,5,Antioquia,Abriaquí,0,050042009,0,0,2458,1637,821,39.80447,0,0,,2302.1799,2304.98,0,102,0,970.50641,586.10773,384.39868,16.071173,0,.79332787,0,9.4453487,25.424784,0,0,0,0,0,1,0,0
05004,5004,2010,05,5,Antioquia,Abriaquí,0,050042010,0,0,2397,1586,811,46.46122,0,0,,2302.1799,2304.98,0,105.24,0,914.54468,536.72699,377.81772,17.422482,0,.67945695,0,8.9673252,26.974916,0,0,0,0,0,1,0,0
05004,5004,2011,05,5,Antioquia,Abriaquí,0,050042011,0,0,2336,1536,800,61.16,0,0,,2302.1799,2304.98,0,109.16,0,1343.765,902.06427,441.70078,21.602827,0,19.431911,46.541264,15.601863,81.474258,0,0,0,0,0,0,0,1
05004,5004,2012,05,5,Antioquia,Abriaquí,0,050042012,0,0,2290,1502,788,54.560001,0,0,,2302.1799,2304.98,0,111.82,0,780.69147,529.62915,251.06229,26.677814,0,3.9295259,9.5286999,4.0179057,58.075653,0,0,0,0,0,0,0,1
05004,5004,2013,05,5,Antioquia,Abriaquí,0,050042013,0,0,2231,1455,776,58.869999,0,0,,2302.1799,2304.98,0,113.98,0,1023.293,658.99854,364.29446,19.458637,0,176.88916,.54563624,5.0712624,44.156487,0,0,0,0,0,0,0,1
05004,5004,2014,05,5,Antioquia,Abriaquí,0,050042014,0,0,2175,1411,764,59.847328,0,0,,2302.1799,2304.98,0,118.15,0,1204.1923,839.80005,364.3923,24.280828,0,386.77209,0,4.0485849,42.036213,0,0,0,0,0,0,0,1
05004,5004,2015,05,5,Antioquia,Abriaquí,0,050042015,0,0,2128,1377,751,52.746845,0,0,,2302.1799,2304.98,0,126.15,0,1453.0697,726.25568,726.81409,23.195623,0,136.00963,10.114466,5.9300299,28.877932,0,0,0,0,0,0,0,1
05004,5004,2016,05,5,Antioquia,Abriaquí,0,050042016,0,0,2075,1337,738,,0,0,,,,0,133.39999,0,,,,,,,,,,0,0,0,0,0,0,0,1
05004,5004,2017,05,5,Antioquia,Abriaquí,0,050042017,0,0,2019,1295,724,,0,0,,,,0,138.85001,0,,,,,,,,,,0,0,0,0,0,0,0,1
05021,5021,2001,05,5,Antioquia,Alejandría,0,050212001,0,0,4053,2081,1972,59.99091,0,27,,1452.27,3009.3,0,66.730003,6.6617322,876.55762,293.586,582.97168,13.674278,3.1032693,.015529287,0,19.068485,85.458778,0,0,,0,0,0,0,1
05021,5021,2002,05,5,Antioquia,Alejandría,0,050212002,0,0,3978,2028,1950,59.19006,0,0,,1452.27,3009.3,0,71.400002,0,1209.7991,474.79025,735.00885,12.367037,2.7799959,49.286129,120.45451,17.547844,85.231728,0,0,0,0,0,0,0,1
05021,5021,2003,05,5,Antioquia,Alejandría,0,050212003,0,0,3912,1982,1930,65.763741,0,2,,1452.27,3009.3,0,76.029999,.51124746,1188.8258,704.40887,484.4169,17.820028,2.9227109,.11330422,78.593788,25.767126,258.20181,0,0,0,0,0,0,0,1
05021,5021,2004,05,5,Antioquia,Alejandría,0,050212004,0,0,3858,1946,1912,64.827881,0,0,,1452.27,3009.3,0,80.209999,0,938.36456,425.97067,512.39392,17.55533,4.0901575,.04136369,.85247976,30.119875,156.30013,0,0,0,0,0,0,0,1
05021,5021,2005,05,5,Antioquia,Alejandría,0,050212005,0,0,3816,1920,1896,64.321335,0,0,,1452.27,3009.3,0,84.099998,0,1031.598,463.87292,567.72504,23.702379,8.22122,.15611094,29.589102,28.472332,104.08114,0,0,0,0,0,0,0,1
05021,5021,2006,05,5,Antioquia,Alejandría,0,050212006,0,0,3789,1905,1884,62.258274,0,0,,1452.27,3009.3,0,87.870003,0,1716.1705,1062.0093,654.16125,21.582005,5.3123775,1.8721122,345.58865,32.698139,115.23057,0,0,0,0,1,0,0,0
05021,5021,2007,05,5,Antioquia,Alejandría,0,050212007,0,0,3747,1873,1874,60.94627,0,0,,1452.27,3009.3,0,92.870003,0,2190.7791,1414.1086,776.67041,21.754456,8.3130283,0,681.50909,38.602936,101.32566,0,0,0,0,0,0,1,0
05021,5021,2008,05,5,Antioquia,Alejandría,0,050212008,0,0,3724,1860,1864,48.956394,0,0,,1452.27,3009.3,0,100,0,944.02875,369.88348,574.14526,19.640709,6.2118688,0,63.074921,27.841568,58.043232,0,0,0,1,0,0,0,0
05021,5021,2009,05,5,Antioquia,Alejandría,0,050212009,0,0,3688,1834,1854,55.064831,0,0,,1452.27,3009.3,0,102,0,1297.3252,585.48206,711.84308,27.597721,7.4701734,0,212.17542,32.049629,67.278084,0,0,0,0,0,1,0,0
05021,5021,2010,05,5,Antioquia,Alejandría,0,050212010,0,0,3652,1807,1845,63.823021,0,0,,1452.27,3009.3,0,105.24,0,1573.4297,831.40247,742.02716,25.912453,5.7806115,0,0,33.161049,70.681297,0,0,0,0,0,1,0,0
05021,5021,2011,05,5,Antioquia,Alejandría,0,050212011,0,0,3618,1781,1837,69.050003,0,0,,1452.27,3009.3,0,109.16,0,2062.5225,1345.5801,716.9422,20.334181,5.8689799,0,0,37.600307,58.48217,0,0,0,0,0,0,0,1
05021,5021,2012,05,5,Antioquia,Alejandría,0,050212012,0,0,3575,1745,1830,59.52,0,0,,1452.27,3009.3,0,111.82,0,1448.4022,958.26288,490.13937,27.494238,7.3592296,0,117.08828,32.423988,111.46861,0,0,0,0,0,0,0,1
05021,5021,2013,05,5,Antioquia,Alejandría,0,050212013,0,0,3550,1726,1824,62.139999,0,0,,1452.27,3009.3,0,113.98,0,1841.4675,1235.4518,606.01587,23.056675,7.2028942,112.95187,283.34351,34.546211,40.739296,0,0,0,0,0,0,0,1
05021,5021,2014,05,5,Antioquia,Alejandría,0,050212014,0,0,3502,1684,1818,67.707085,0,0,,1452.27,3009.3,0,118.15,0,2653.1152,1665.2122,987.9032,27.941713,15.216261,189.87831,493.66919,39.29705,42.367905,0,0,0,0,0,0,0,1
05021,5021,2015,05,5,Antioquia,Alejandría,0,050212015,0,0,3466,1654,1812,62.912281,0,0,,1452.27,3009.3,0,126.15,0,3072.165,1570.2008,1501.9645,28.843239,5.1775255,49.685535,1376.527,85.295372,15.74642,0,0,0,0,0,0,0,1
05021,5021,2016,05,5,Antioquia,Alejandría,0,050212016,0,0,3435,1627,1808,,0,0,,,,0,133.39999,0,,,,,,,,,,0,0,0,0,0,0,0,1
05021,5021,2017,05,5,Antioquia,Alejandría,0,050212017,0,0,3393,1589,1804,,0,0,,,,0,138.85001,0,,,,,,,,,,0,0,0,0,0,0,0,1
05030,5030,2001,05,5,Antioquia,Amagá,0,050302001,0,0,26027,13311,12716,50.487221,0,9,,1476.88,2040.46,0,66.730003,.34579474,276.6102,54.190342,222.41983,13.343069,6.5878739,.25737256,14.857018,19.961172,30.384182,0,0,,0,0,0,0,1
05030,5030,2002,05,5,Antioquia,Amagá,0,050302002,0,0,26294,13241,13053,47.709343,0,9,,1476.88,2040.46,0,71.400002,.3422834,181.26329,40.326908,140.93639,5.8307495,9.2350998,2.4312987,11.277402,19.603369,22.023214,0,0,0,0,0,0,0,1
05030,5030,2003,05,5,Antioquia,Amagá,0,050302003,0,0,26571,13180,13391,55.166161,0,2,,1476.88,2040.46,0,76.029999,.075270034,185.23199,83.355789,101.8762,14.917435,0,3.771867,0,19.584366,23.636305,0,0,0,0,0,0,0,1
05030,5030,2004,05,5,Antioquia,Amagá,0,050302004,0,0,26858,13128,13730,62.062096,0,0,,1476.88,2040.46,0,80.209999,0,171.79527,67.930489,103.86477,13.723238,14.26277,3.546382,0,23.295067,45.357563,0,0,0,0,0,0,0,1
05030,5030,2005,05,5,Antioquia,Amagá,0,050302005,0,0,27155,13085,14070,66.318466,0,0,,1476.88,2040.46,0,84.099998,0,220.9295,107.71239,113.2171,18.588667,15.007387,1.1185621,0,22.9055,41.996502,0,0,0,0,0,0,0,1
05030,5030,2006,05,5,Antioquia,Amagá,0,050302006,0,0,27455,13044,14411,65.471535,0,0,,1476.88,2040.46,0,87.870003,0,298.63147,159.30933,139.32213,18.086601,15.939425,1.2588753,0,28.390228,33.063156,0,0,0,0,1,0,0,0
05030,5030,2007,05,5,Antioquia,Amagá,0,050302007,0,0,27709,12990,14719,73.2202,0,0,,1476.88,2040.46,0,92.870003,0,378.34259,232.32169,146.02087,19.991489,15.372775,22.317148,106.9642,31.868996,37.68499,0,0,0,0,0,0,1,0
05030,5030,2008,05,5,Antioquia,Amagá,0,050302008,0,0,27950,12939,15011,67.311966,0,11,,1476.88,2040.46,0,100,.39355993,341.98584,105.24512,236.74071,22.807442,17.028837,7.5929875,0,28.361322,5.8189626,0,0,0,1,0,0,0,0
05030,5030,2009,05,5,Antioquia,Amagá,0,050302009,0,0,28192,12898,15294,59.700005,0,0,,1476.88,2040.46,0,102,0,399.77191,171.35016,228.42177,26.957273,13.832496,16.167986,0,33.728313,7.9400911,0,0,0,0,0,1,0,0
05030,5030,2010,05,5,Antioquia,Amagá,0,050302010,0,0,28433,12865,15568,69.971573,0,7,,1476.88,2040.46,0,105.24,.2461928,322.20844,90.379311,231.82912,3.7707925,13.36806,13.157989,0,37.66087,13.840241,0,0,0,0,0,1,0,0
05030,5030,2011,05,5,Antioquia,Amagá,0,050302011,0,0,28664,12837,15827,74.610001,0,0,,1476.88,2040.46,0,109.16,0,369.2594,188.39789,180.86156,23.438728,13.271621,11.960546,0,35.58189,16.767859,0,0,0,0,0,0,0,1
05030,5030,2012,05,5,Antioquia,Amagá,0,050302012,0,0,28897,12821,16076,71.290001,0,0,,1476.88,2040.46,0,111.82,0,334.69354,239.16016,95.533371,30.327185,13.552535,5.2195387,0,36.982201,15.610989,0,0,0,0,0,0,0,1
05030,5030,2013,05,5,Antioquia,Amagá,0,050302013,0,0,29117,12805,16312,73.5,0,0,,1476.88,2040.46,0,113.98,0,427.785,296.52744,131.25757,30.089409,13.98708,62.702805,0,47.080173,19.745893,0,0,0,0,0,0,0,1
05030,5030,2014,05,5,Antioquia,Amagá,0,050302014,0,0,29339,12799,16540,74.103584,0,0,,1476.88,2040.46,0,118.15,0,456.70068,324.13046,132.57019,43.787121,19.069538,78.214714,0,47.957985,16.987579,0,0,0,0,0,0,0,1
05030,5030,2015,05,5,Antioquia,Amagá,0,050302015,0,0,29555,12798,16757,75.780396,0,0,,1476.88,2040.46,0,126.15,0,480.20874,151.97551,328.23318,49.391056,16.218456,75.669479,0,53.1147,22.23241,0,0,0,0,0,0,0,1
05030,5030,2016,05,5,Antioquia,Amagá,0,050302016,0,0,29770,12797,16973,,0,1,,,,0,133.39999,.033590864,,,,,,,,,,0,0,0,0,0,0,0,1
05030,5030,2017,05,5,Antioquia,Amagá,0,050302017,0,0,29980,12806,17174,,0,0,,,,0,138.85001,0,,,,,,,,,,0,0,0,0,0,0,0,1
05031,5031,2001,05,5,ANTIOQUIA,Amalfi,31,050312001,0,0,20019,9582,10437,55.967567,0,8,,1076.29,3592.6001,0,66.730003,.39962035,245.76788,87.367775,158.4001,17.896231,7.189558,.74640614,.17531674,43.575115,25.765272,0,0,,0,0,0,0,1
05031,5031,2002,05,5,ANTIOQUIA,Amalfi,110,050312002,0,0,20139,9578,10561,58.537884,0,0,,1076.29,3592.6001,0,71.400002,0,324.4776,127.24666,197.23091,25.058268,7.0505781,1.8631713,0,22.047609,23.747766,0,0,79,0,0,0,0,1
05031,5031,2003,05,5,ANTIOQUIA,Amalfi,74,050312003,0,0,20262,9578,10684,59.693153,0,3,,1076.29,3592.6001,0,76.029999,.14806041,342.81631,145.5728,197.24355,21.515076,8.2552652,15.690612,0,15.896453,21.077106,0,0,-36,0,0,0,0,1
05031,5031,2004,05,5,ANTIOQUIA,Amalfi,173,050312004,0,0,20391,9582,10809,57.091877,0,0,,1076.29,3592.6001,0,80.209999,0,326.25165,127.04256,199.20906,26.516329,8.5357199,8.5103464,.091711588,21.325331,35.068737,0,0,99,0,0,0,0,1
05031,5031,2005,05,5,ANTIOQUIA,Amalfi,210,050312005,0,2.9400001,20525,9589,10936,59.019653,0,0,,1076.29,3592.6001,0,84.099998,0,500.17801,251.07886,249.09914,21.600468,12.658383,14.885996,0,34.348068,43.599682,0,0,37,0,0,0,0,1
05031,5031,2006,05,5,ANTIOQUIA,Amalfi,342,050312006,569.82001,121.15,20665,9597,11068,57.702068,545,0,,1076.29,3592.6001,0,87.870003,0,495.43201,217.74258,277.68942,27.621309,15.663275,7.5689754,109.33111,23.882805,56.070446,0,0,132,0,1,0,0,0
05031,5031,2007,05,5,ANTIOQUIA,Amalfi,246,050312007,251.09,56.623001,20826,9617,11209,59.901321,543,0,,1076.29,3592.6001,0,92.870003,0,1132.4631,782.29382,350.16931,21.98447,15.348604,5.4104452,0,34.029747,45.098248,0,0,-96,0,0,0,1,0
05031,5031,2008,05,5,ANTIOQUIA,Amalfi,151,050312008,148.92999,10,20985,9638,11347,67.477715,513,0,,1076.29,3592.6001,0,100,0,621.4823,309.94638,311.53595,29.069717,14.007242,12.720419,194.64532,62.088684,46.840885,0,0,-95,1,0,0,0,0
05031,5031,2009,05,5,ANTIOQUIA,Amalfi,108,050312009,200.69,13.1,21138,9659,11479,64.849663,477,0,,1076.29,3592.6001,0,102,0,789.112,467.23923,321.87271,43.683849,16.034454,18.326952,200.76184,58.839531,42.906002,0,0,-43,0,0,1,0,0
05031,5031,2010,05,5,ANTIOQUIA,Amalfi,103,050312010,144.28,60.5,21295,9684,11611,73.088722,0,1,,1076.29,3592.6001,0,105.24,.046959382,676.14185,306.55667,369.58514,29.84174,15.884309,20.393332,93.51815,46.107876,43.628273,0,0,-5,0,0,1,0,0
05031,5031,2011,05,5,ANTIOQUIA,Amalfi,29,050312011,233.28,1.48,21449,9710,11739,73.480003,0,0,,1076.29,3592.6001,0,109.16,0,740.67157,399.50961,341.1619,35.52198,14.204444,19.460804,166.94765,37.5308,36.393261,0,0,-74,0,0,0,0,1
05031,5031,2012,05,5,ANTIOQUIA,AMALFI,170,050312012,248.98,21.700001,21615,9746,11869,67.949997,0,1,,1076.29,3592.6001,0,111.82,.046264168,553.94189,361.82941,192.1125,30.920288,13.320911,4.6906705,68.785034,37.575756,40.319252,0,0,141,0,0,0,0,1
05031,5031,2013,05,5,ANTIOQUIA,AMALFI,48,050312013,0,0,21768,9777,11991,70.800003,0,0,,1076.29,3592.6001,0,113.98,0,809.85754,597.22198,212.6356,32.895874,12.83813,105.32133,212.99185,37.844208,37.973705,0,0,-122,0,0,0,0,1
05031,5031,2014,05,5,ANTIOQUIA,AMALFI,40,050312014,19.190001,0,21932,9816,12116,73.649361,0,7,,1076.29,3592.6001,0,118.15,.31916833,1132.608,916.83276,215.77524,36.529404,11.651525,99.375282,167.94737,42.094791,41.289783,0,0,-8,0,0,0,0,1
05031,5031,2015,05,5,ANTIOQUIA,AMALFI,28.36000061035156,050312015,60.080002,8.6300001,22088,9852,12236,72.731819,0,0,,1076.29,3592.6001,0,126.15,0,950.36047,360.60504,589.75543,49.057541,11.863797,77.754128,78.137672,45.115471,28.004114,0,0,-11.639999,0,0,0,0,1
05031,5031,2016,05,5,ANTIOQUIA,AMALFI,130.8099975585938,050312016,0,0,22253,9894,12359,,0,0,,,,0,133.39999,0,,,,,,,,,,0,0,102.45,0,0,0,0,1
05031,5031,2017,05,5,ANTIOQUIA,AMALFI,197.9400024414063,050312017,0,0,22414,9937,12477,,0,0,,,,0,138.85001,0,,,,,,,,,,0,0,67.130005,0,0,0,0,1
05034,5034,2001,05,5,Antioquia,Andes,0,050342001,0,0,40220,22390,17830,50.78524,0,48,,2309.2,3262.73,0,66.730003,1.1934361,167.98712,27.686325,140.3008,33.011711,8.8824358,0,.84579021,16.074486,53.035484,0,0,,0,0,0,0,1
05034,5034,2002,05,5,Antioquia,Andes,0,050342002,0,0,40526,22362,18164,56.799984,0,5,,2309.2,3262.73,0,71.400002,.12337758,244.71056,86.5849,158.12566,32.153133,8.6440001,0,0,16.042576,49.025478,0,0,0,0,0,0,0,1
05034,5034,2003,05,5,Antioquia,Andes,0,050342003,0,0,40858,22355,18503,59.81369,0,1,,2309.2,3262.73,0,76.029999,.02447501,233.52852,100.04572,133.48279,32.391582,9.6525803,0,23.262817,15.816788,44.594513,0,0,0,0,0,0,0,1
